author,updated_at,like_count,text,public
@kAKEKtua5,2025-03-01T06:03:36Z,0,Para kuropter merancang memiskinkan Indonesia gsecara maksimal.,True
@Chr0735,2025-03-01T06:03:22Z,0,BUMN karya utang vendor triliunan bertahun2 jg msh blm dibayar udh berlagak investasi segala...😂,True
@rangawam7059,2025-03-01T06:03:16Z,0,"Saya hanya percaya 5 pejabat yang bersih, jujur, bijaksana, tegas dan berani melawan mafia di indonesia ini. Mereka adalah Basuki Tjahja Purnama (Ahok), Susi Pudjiastuti, Ignasius Jonan, Risma Tri Maharani, dan Dr Agus Terawan",True
@SekepingKata,2025-03-01T06:02:44Z,0,"Uang besar godaannya juga besar. Program yang baik akan hancur ditangan manusia yang tak berintegritas. Hanya satu hal yang bisa menjaga agar dana besar ini digunakan dengan baik: TRANSPARANSI. Jika tidak ada transparansi, Indonesia tamat.",True
@TusmanSastro,2025-03-01T06:02:07Z,0,Klo gagal tak buaanting HP ini!!!!! Tak buaaannting!!!!! Nasionalisme ini!!!!!!!! SAYA AKAN BiKIN NEGARA SENDIRi!!!!!!!!!,True
@MumtazID0,2025-03-01T06:01:51Z,0,"Brow berhasil menyuarakan isi pikiran dan hati masyarakat, great video~",True
@clm7845,2025-03-01T06:01:18Z,0,Rencana Pemilu 2029?,True
@arisetyawan881,2025-03-01T06:00:46Z,0,Bng klok menurutlo banyknya korupsi yng luwarbiasa banyk ini pada mulai kbongkar apa ini ada andil dari pmerintahan dari pak jokowi dan pk prabowo ..? Dan ini menurut low bagus apa tidak jika korupsi sekrng banyk yng kena bongkar ..?,True
@fenikamlasi7639,2025-03-01T05:59:48Z,0,Semoga berjalan baik lancar jaya.. 🙏🙏,True
@handhikayp,2025-03-01T05:58:39Z,0,"Harapan saya cuma satu, pesan ini dilihat oleh yang ""berkepentingan"", Indonesia maju 🙏",True
@AzhemAmcat,2025-03-01T05:57:17Z,0,"Selamat menjalankan ibadah puasa ko,,",True
@micamonik,2025-03-01T05:57:01Z,0,Thanks raymon! Lanjutkan usaha mencerdaskan masyarakat konoha ini yang masih kurang pintar. I support you!,True
@armored.angels,2025-03-01T05:56:56Z,0,"Ladang baruuuuuu 😂
Tinggal tunggu berita ketangkap2nya aja 😂",True
@CalliaJung,2025-03-01T05:56:27Z,0,Setuju banget soal memasukkan pihak ketiga di luar jajaran pemerintah sebagai fungsi check and balance. Masyarakat mana bisa percaya kalau dana sebesar itu dikelola sama yg itu2 aja alias se-geng😂😂,True
@kai_OMG,2025-03-01T05:56:12Z,0,"Kabarnya Danantara di jaga oleh orang sama yg handle Pertamina. Jika benar, siap siaga lah wang Danantara itu. Ramai yg ingin mendapatkan bahagian tersebut.",True
@NoWBrian,2025-03-01T05:55:25Z,0,"mbg minim kaitanya dengan stunting... krn stunting tergantung dengan gizi masa hamil dan asupan gizi sebelum masuk sekolah
dan pendidikan gak jadi titik utama karena pemerintah in goin rakyatnya bodoh agar bisa membodohi terus terpilih lagi",True
@BobCou-z3k,2025-03-01T05:54:33Z,0,Modus baru. Buat merampok rakyat.,True
@yayukdianadiana7553,2025-03-01T05:54:06Z,0,"danantara tempar berkumpulnya Para koruptor,g lg percaya dg pemeribtah,semua omongannya g ada yg mensejahterakan rajyat kecil",True
@dodywidodo1338,2025-03-01T05:53:23Z,1,"Minset pemimpin  bangsa ini masih blm bisa diandalkan utk mengelola keuangan yg besar, kami kwatir bisa menjadi boomerang bgi bangsa ini....Teori nya gampang..tapi prekteknya..ini...",True
@muisrahman3670,2025-03-01T05:53:21Z,0,"Hebat koh Raymond, memiskinkan koruptor dan hukum gantung bagi koruptor harus jadi jaminan untuk orang-orang yang menjabat di negeri ini",True
@nixonmaia4905,2025-03-01T05:53:19Z,0,Masi binggung cara hitung 14.000T nya😊,True
@chusainuchen,2025-03-01T05:53:16Z,0,Ko kolaborasi sama pak ahok ko bahas kasus korupsi migas,True
@zaenikrisda2431,2025-03-01T05:52:21Z,0,"Percaya deh... Danantara akan menjadi modus baru dan cara baru buat bancakan uang negara demi kepentingan golongan saja, ngapain juga food estate yg gagal dan merugikan negara ratusan trilyun mau di galangkan lagi",True
@ANONYMOUS_MY,2025-03-01T05:52:15Z,0,di malaysia dan singapura sudah lama ada.... di indo baru nak ditubuhkan danantara haha sgguh ketinggalan.. 😂,True
@aisyahhandayani6604,2025-03-01T05:52:10Z,0,"Sy yakin dg harapan Raymond 10:20
Insyaallah bkn Indo sj yg lbh baik tp justru dunia akan menjadi baik jika terlaksana.",True
@gilangrahmat2573,2025-03-01T05:51:40Z,0,Yakin berhasil 😂,True
@muisrahman3670,2025-03-01T05:51:37Z,1,luar biasa,True
@elvirahidayatiafifah1531,2025-03-01T05:51:31Z,0,Keren bgt 🔥,True
@tesafrata,2025-03-01T05:50:52Z,0,"Keren ko Ray 👏🏻👍🏻👍🏻
Semoga semakin banyak pemuda yang berpikiran terbuka seperti ini, semoga keputusan Danantara bisa menjadikan Indonesia Emas dan para pelaksana nya amanah semua.. amin",True
@SalmanMg,2025-03-01T05:50:49Z,0,"Tujuan efisiensi dari segala lini adalah utk pembuatan danantara yg tujuannya adalah utk kepentingan elit dan klompok dlm rangka bgi"" angpao",True
@nikendhn29,2025-03-01T05:50:10Z,0,"Ok ralat dikit bang. Program makan bergizi gratis itu bagus, tapi inget, tujuannya bukan mengurangi stunting ya. Krn stunting dimulai dari fase kehamilan ibu. Jadi, tujuan MBG itu bukan untuk tackle stunting. Tp untuk memperbaiki gizi, atau yang lainnya.",True
@agungprayogi8468,2025-03-01T05:49:48Z,0,"Gimana mau percaya, diawal aja sudah ada aturan BPK dan KPK tidak bisa mengaudit secara langsung danantara tanpa persetujuan DPR, seperti ada udang di balik batu. Jika ada masalah hukum akan sulit KPK dan BPK masuk karena terkendala ijin DPR dimana DPR adalah lembaga politik yang 80% pendukung pemerintah, dipastikan melindungi kebijakan penguasa meskipun alami kerugian.",True
@EXE_Video,2025-03-01T05:48:33Z,0,koruptor sebanyak banyaknya korupsi juga paling lama diphk 10th,True
@erwinrommel7911,2025-03-01T05:48:04Z,3,"Bang itu food estate nebangin hutan produktif atau bukan ya 
Kalau lahan produltif kayu nya kemana ya ?",True
@bahak7831,2025-03-01T05:47:10Z,0,alumni sekaligus bapak pencetus  indonesia gelap 2023 bapak raymon. sekarang mau buat statement apalagi,True
@erwinrommel7911,2025-03-01T05:46:56Z,0,Katanya #2030bubar,True
@ddyapr,2025-03-01T05:46:47Z,0,akhir akhir ini lagi banyak korupsi yang ngerugiin triliunan rupiah. masih percaya sama pemerintah? dibayar berapa raymond bikin video ini? emang betul betul rakyat sama pejabat sama aja kelakuannya ya,True
@AgusNurohim-y6m,2025-03-01T05:46:27Z,0,Sy 1000% sangat pesimis,True
@BagusrRio,2025-03-01T05:46:04Z,0,"Prabowo menuju presiden omon omon, bikin proyek danantara, tapi hukum koruptornya ringan. Harusnya bikin UU hukuman koruptor dihukum mati baru danantara diluncurkan",True
@lutfiatitimbang1219,2025-03-01T05:45:29Z,0,Roman kegagalan terpampang nyata Klo lihat dewas2 nya,True
@lifox666,2025-03-01T05:45:06Z,0,Sudah tidak percaya pemerintah 😢,True
@Stevens145,2025-03-01T05:44:41Z,0,"ada hal yang aneh, korupsi pertamina itu sudah ada dari jaman mulyono, kenapa sekarang dewan penasihat danantara belio?",True
@Parmasasmita,2025-03-01T05:44:23Z,0,Bila gagal Indonesia langsung terjual !!,True
@nurfaisyal,2025-03-01T05:44:22Z,0,Gw gk percaya dengan Danantara sampai sekarang dan gw juga udh berencana pindah rekening dari BUMN,True
@ariyadi6008,2025-03-01T05:44:05Z,0,Kuar biasa budget  tabungan rakyat jelta Indonesia klau korup nggak diberantas dan ada kepentingan politik bakal mengantar ke indonesia suram...inilah pencetus revolusi baru bisa negara dirubah....saat itu terjadi yakinlah siapapun dan apapun yg merugikan rakyat bakal di adili lansung oleh rakyat .....maka indonesia menyusul bangladesh...,True
@nyomanrudikusuma1748,2025-03-01T05:43:51Z,0,"Nice bro, tapi kamu tau kan bro kalau orang Indonesia sangat jago di bidang merancang administrasi? Asabri, jiwa seraya apa yg tidak baik rencananya? Apa lagi katanya di dalamnya ada mantan koruptor? Boleh kan saya pesimis? Food estate dimana yg berhasil? Hanya sawit aja yg berhasil, yg kata presiden sama2 pohon. Saya masih tidak percaya, tapi semoga saya salah.",True
@RehanAditya-ij3ew,2025-03-01T05:43:47Z,0,Woi makan gratisnya mana woy... Jangan jangan omon omon,True
@rezarahadian552,2025-03-01T05:43:20Z,0,"Apa boleh buat ....bersiaplah utk yg terburuk...termasuk GAGAL ,koh .Tau sendiri kan gmn reputasi janji, aksi ,dan kelakuan para pejabat selama ini....",True
@alievantos1903,2025-03-01T05:43:09Z,0,smkin ksni lu smkin kesana sana..,True
@Kepo-lz5jy,2025-03-01T05:43:05Z,0,"Paling paling jadi sarang KORUPSI baru, berdasarkan histori negara konoha",True
@koemanlevel8436,2025-03-01T05:42:56Z,0,"Dpt bisikan dari rusia kayaknya bang
Krn kan baru aja join brics",True
@kliprahman3008,2025-03-01T05:42:49Z,0,"Kalo udah terjun langsung ngerasain ada di posisi mereka, bakal berbeda prespektif nya bang. Bnyak faktor pengaruh nya, terutama dari dalam sirkel",True
@SitiHajar95mei,2025-03-01T05:42:36Z,0,I believe Indonesia will be the next world leader,True
@gunser1420,2025-03-01T05:41:18Z,0,Pengen berfikir positif sama program ini tapi kenapa setelah diresmikan beritanya langsung di timpa sama kasus pertamina 😢,True
@ramdoni2384,2025-03-01T05:41:17Z,0,"Bang Reymond bantu jawab, bikin proses editing video dengan visual keren begini butuh waktu berapa lama?
Mulai dari take video, cari bahan visual, editing, sampe siap upload?

Transisi nya keren, pengen bisa 🥹",True
@bektibeckofficial,2025-03-01T05:41:12Z,0,bhs oplosan pertamax dong om dari akarnya sampe ujungnya kemana?,True
@mbahlinglungjos8076,2025-03-01T05:40:37Z,0,"Terap kan hukuman mati minimal SE umur hidup untuk para koruptor, dgn kerugian Rp. 0,1 jamin jelas sukses",True
@diqdique,2025-03-01T05:37:29Z,0,Lahan baru koruptor,True
@RatnaDiyahYuwani,2025-03-01T05:37:13Z,0,Emang perusak negara ini partai kok...huh ..elit2 nya gilaaa selama ini,True
@pras4010,2025-03-01T05:36:41Z,0,"Sorry kalau pesimis, dengan mental korup yang dimiliki kebanyakan pejabat yg mendapat amanah. Satu kuadrilun dugaan korupsi pertamina justru akan menjadi trigger dan inspirasi pejabat2 garong lainnya.",True
@ebysaputra,2025-03-01T05:36:13Z,0,"Ada joko , jadi pesimis uang segitu di kelola tokoh korup sedunia mending pindah tabungan aja ah ke bca gak ada jaminan uang di ganti",True
@FikyNailayz,2025-03-01T05:36:10Z,0,Gimana cara gw biar bisa bantu dan ikut andil untuk menuju Indonesia Emas?,True
@RatnaDiyahYuwani,2025-03-01T05:36:09Z,0,Ilmu penting dan jos,True
@fitlee_364,2025-03-01T05:35:55Z,0,"thanks ko Raymond. Semoga anda beserta tim sehat selalu dan diberi umur panjangg. Saya merasakan kehidupan anda yang bermakna inii memotivasi saya untuk tidak pesimis dan try my best for our country.. meskipun saya hanya satu rakyat kecil minimal bisa berusaha menjadi manusia yang bermakna bagi negeri iniiii. 

ekhm.. selamat melaksanakan ibadah bulan puasaa. Semoga berkah dan dilipatgandakan kebaikan yang ko ray dan ust felix share ke kita semuaaa🎉😊",True
@BayuAlvan,2025-03-01T05:35:29Z,0,Dikorupsi nangis darah lu,True
@RatnaDiyahYuwani,2025-03-01T05:34:50Z,0,Rakyat baru tahu stlh dibuka pak presiden ini,True
@AjieDarmaji-t3n,2025-03-01T05:34:01Z,0,Taruhannya adalah Negara hancur dan musnah,True
@topnews4297,2025-03-01T05:33:54Z,0,MENGERIKAN APALAGI DIAWASI ORANG YG MASUK NOMINASI KE 3 TERKORUP.DI DUNIA OLEH OCCRP MENGAWASI DANANTARA ??,True
@FJ-Channel,2025-03-01T05:32:48Z,0,"1 year later
skandal mega super duper korupsi muncul

juara OCCRP gitu loh

ibarat kata Danantara itu seperti menyelam ke kedalaman 3000 meter tanpa perangkat selam",True
@prnfer,2025-03-01T05:31:58Z,0,"Kayaknya danatara bakalan mengulang 1Mdb, tunggu aja 😂",True
@Kiddcaribean,2025-03-01T05:30:06Z,0,"Berharap ada proyek strategis yg berhasil. 
Tapi masa lalu bikin trauma, apalagi projek finance begini hadeh..",True
@topnews4297,2025-03-01T05:29:48Z,0,Selama danantara masih di kendali orang politik orang tim ses pilpres dan orang partai apalagi oleh orang yg di cap rezim terkorup ke 3 dunia oleh occrp dan tidak bisa di awasi kpk dan bpkp maka jgn harap investor asing dan lokal akan percaya! Ini masalah trust ! Logikanya di awasi.kpk saja masih berani mereka maling alias korup apalagi tidak bisa di awasi.kpk dan bpkp makin hamcur! Skrng investor asing kabur dari indonesia ihsg hancur saham bank bumn hancur! Ini bukti adanya ketidakpercayaam pasar pada danantara ! Justru melihat dansntara ini mengerikan..dgn track revord ceo nya,True
@JuanZ-e8l,2025-03-01T05:29:45Z,0,Ladang korupsi terbesar dunia,True
@ijoll,2025-03-01T05:29:33Z,1,"Mau danatara , mau danamon .  
gak ada ngaruh nya sama aku ... 
tetap aja cari kerjaan susah .. 
giliran dapet Kerja di perusahaan , lg nyaman2nya kerja, kontrak abis🥹 ... Uda mau masuk  kerja bayar . giliran dah masuk kerja di kontrak ..   peninglah....",True
@Gamingmyhapinnes2024,2025-03-01T05:29:23Z,0,Apa kabar ikn pak😁,True
@bastianmanurung1346,2025-03-01T05:28:13Z,0,Bg undang ahok dong buat shering tentang danantara,True
@AchmadBwi-rn8ez,2025-03-01T05:27:47Z,0,Ngomong opo Prabowo??? Kalau masih ada Jokowi nggak bakal negara ini sejahtera,True
@aristaamora,2025-03-01T05:27:18Z,0,"Kalo danantara sukses  syurga bagi rakyat, kalo gagal jadi neraka bagi rakyat. Tentu akan terwujud birokrasi yang menghambat rakyat",True
@NinaJakarta-k7x,2025-03-01T05:26:36Z,0,Tunjukkan buang nafsu korupsi dan kolusi dibalik nama ini,True
@LutfiAssagaf-c8i,2025-03-01T05:26:34Z,0,Danantara untuk memperkaya mereka.😊,True
@haenachi22,2025-03-01T05:25:38Z,0,"Danantara (mul, wowo = boneka elit globaal)",True
@tubagusnurmuhammadrizqizak8441,2025-03-01T05:25:18Z,0,keren bro semoga danantara ini benar benar bisa membawa indonesia menjadi lebih baik,True
@alvi_rahayu0547,2025-03-01T05:24:31Z,0,❤❤,True
@HonjeTech,2025-03-01T05:23:38Z,0,Hashim? 😮,True
@jejakhukum,2025-03-01T05:22:41Z,0,"Koruptor ada di semua lembaga, institusi dan BUMN negara, termasuk di lembaga hukum, sampai hari ini belum ada bukti Koruptor di Hukum Mati dan di miskinkan padahal Indonesia urutan 1 dari 100 negara korup di dunia. Gak perlu narasi2 nasionalisme, karena banyak bukti bahwa rakyat PANTAS UNTUK TIDAK PERCAYA.",True
@AGEN-27,2025-03-01T05:22:06Z,1,Lunasin utang negara dulu cocok gk sih ini bg?profit nya kan gede bisa ratusan sampai ribuan triliun buat danantara pertahun?,True
@syaifulrbc6163,2025-03-01T05:21:49Z,0,"Saya kok pesimis, mau apapun kebijakan Pemerintah hanya KORUPTOR yang makmur Rakyat ma tetap Sengsara",True
@jameshowly08,2025-03-01T05:21:24Z,0,"Aku tinggalin komenku disini untuk 5tahun aku dimasa depan. Hey James howly, gimana perkembangan danantara? 😊",True
@tantibrahmawati5561,2025-03-01T05:20:52Z,0,"Yup, sebagus apapun konsep program ini, kalo tidak diimbangi dengan penegakan hukum dalam memberantas korupsi, ya jadi skeptis.",True
@faisalkamal9,2025-03-01T05:19:44Z,0,"Saya sudah menghitung aset danantara Mulai dari marketcap,total aset perusahaan yang ada di dalam danantara, tetapi saya hanya menemukan maksimal di 6000 an T, terus darima angka 15000 T ?
Ajaib betul angkanya 😂",True
@DanielRangkoratat-b6r,2025-03-01T05:19:37Z,0,Sah kn dl RUU miskinkan koruptor br negara vs maju dr segala sektor,True
@Denni091,2025-03-01T05:18:17Z,1,"Parah mulyono dan keluarga dr keponakan rampok bumn pertamuna 1000 trylyun, skrg rampok bumn pake trik baru",True
@jimmyjim7113,2025-03-01T05:18:09Z,0,"Sebelum ini bpk Prabowo sudah menyatakan jumlah DANATARA adalah,1400 trilliun, kemudian umumkan lagi yang kedua berjumlah 1000 dan jumlah yang terbaru yang diumumkan adalah 900 trilliun..belum bikin apa apa sudah hilang duluan 500 trilliun..yang mana benar jumlahnya ini.",True
@faidhakmal4803,2025-03-01T05:17:55Z,0,"Klo penegakan hukum nya masih lemah, gak mungkin danantara akan sukses.!",True
@dreyholiday,2025-03-01T05:17:41Z,0,"Ngurus bensin (Perta lie) saja tidak becus, sekarang bermain-main dengan uang segar (SWF) Indonesia bubar periode 2 prabowo bro",True
@doddyrian7077,2025-03-01T05:17:23Z,0,"GW GA AKAN PERNAH PERCAYA SM PEMERINTAH,, SAMPAI UU PERAMPASAN ASET / HUKUM MATI (GANTUNG) PARA KORUPTOR DI SAH KAN... ALLAHUAKBAR.. 🔥",True
@pakkerto,2025-03-01T05:16:37Z,0,"Hemmm saya rakyat kecil sedikit pesimis, mulai dari rangkap jabatan dan track record pengurus-nya yang kemaren2, kita tahu deh kayak gimana, buktikan saja sama rakyat, ""you can do it!!""",True
@Tlpendi,2025-03-01T05:16:31Z,0,Tolak DANANTARA....  Bisa habis BUMN kita dijarah koruptor...Pertamina saja dijarah bertahun2...,True
@bobbysaka4277,2025-03-01T05:16:20Z,0,"Nilai aja sendiri, mantan koruptor dan mantan OCCRP msh ada dsn, hanya akal sehat yg bisa menjawab",True
@estarikadyah9658,2025-03-01T05:16:16Z,0,"Jd inget pak Prabbilang sudah lama saya tidak saya berkuasa perusahaan saya banyak yg macet 😂
Raymond.. Raymond.. kita rakyat udah muak sama pejabat2 korup, klopun danantara berhasil yg diuntungkan ya pejabatnya aja, gak ada ceritanya sampe ke rakyat.. Danantara is the next Jiwasraya, Asabri..",True
@BOPENKK,2025-03-01T05:16:12Z,0,Bung raymon harus kolaborasi dengan opung parbellack 🇮🇩👍,True
@dausus6803,2025-03-01T05:16:04Z,0,"Sekarang ini Korupsi menjadi penyakit di institusi pemerintahan.
Sedih melihat Indonesia",True
@satriamadangkara897,2025-03-01T05:16:03Z,0,Bang raymound emng keren👍👍👍👍semoga parat elit dengar.,True
@Giebert,2025-03-01T05:15:55Z,0,"Yes ini program yg sngt risk krna pemerintahan sblum nya, secara pribadi saya yakin pak prabowo amanah, tp track record sblum nya yg membuat ragu, tp saya ttp yakin pak prabowo amanah dgn kinerja saat ini membrantas korupsi . Untuk saat ini saya sebagai warga berterimakasih kpda pak presiden prabowo telah menolong warga dgn membrantas sebagian korupsi yg baru tertangkap, mski saat ini bnyk masyarakat sedang kesulitan d tengah ramainya korupsi yg tertangkap,tp itu tidak mslh ( jika ) untuk masa depan yg jauh lbh cerah untuk masa dpn anak cucu kami nanti .",True
@olinolin6340,2025-03-01T05:15:39Z,0,Erik tohir yang pernah naro ahok di Pertamini HASILNYA APA,True
@rohman8619,2025-03-01T05:15:13Z,0,"3 kata lucu

""Mantan ceo BUMN""",True
@marcellvernico7386,2025-03-01T05:15:06Z,0,"Hmmm Danantara tidak bisa di audit BPK dan KPK, koq saya curiga ini tempat yg nyaman dan aman untuk mencuci ya.. Semoga saja saya salah.",True
@fntasticHijack,2025-03-01T05:14:33Z,0,Danantara indah di dunia khayalan dan kertas selama tidak ada undang  undang yang melindungi nya dari para mafia dan maling,True
@matagarudasatrio7889,2025-03-01T05:14:26Z,0,Pasti gagal.,True
@mamankGemink,2025-03-01T05:13:55Z,0,"terimakasih bang raymond, kami berharap semoga transparansi publik segera dibuat seterbuka nya. Dan saya berharap semoga bang raymond bisa jadi garda terdepan untuk pengawasan danantara ini dan bisa menyampaikan update2 serta kritik/koreksi ke masyarakat dan kepada danantara (jika benar2 dibuat transparan). Kami bangga mempunyai insan muda seperti bang raymond (at least setidaknya saya sendiri).",True
@okaplanner,2025-03-01T05:13:33Z,0,"Upaya pencegahan stunting itu dimulai dari saat janin dikandungan, jadi MBG itu tidak efektif.",True
@LukasManek-v4z,2025-03-01T05:11:59Z,1,Abang tlg undang pak ahokkkkk bahas korupsi pertaminaa,True
@Jerapahz,2025-03-01T05:11:57Z,0,Lu jaminan cuman shake hand. Langsung sodorin pengesahan RUU Perampasan aset,True
@cappuccinogoodfinger,2025-03-01T05:11:43Z,0,Danantara ga bakal gagal... buat dikuras !!,True
@UlikIrianto,2025-03-01T05:11:35Z,0,"Haus koruptor makin menguat


Seperti parfum....bisa dibilang asli
Ternyata oplas oplos",True
@risyasarianto1622,2025-03-01T05:11:19Z,0,"saya pesimis ini akan bermasalah besar, dia tak mau di kritik, jadinya akan bentrok TNI dan Rakyat, kemudian akan banyak kelompok-kelompok yang membuat peperangan saudara seperti di Afrika.

ini Ambisi harimau cuman dikendalikan oleh katak dan tikus, jadinya seperti paman scar kepemimpinan yang memangsa rakyatnya sendiri",True
@aniesufyan4262,2025-03-01T05:10:58Z,0,Omong kosong indonesia emas,True
@muhammadzainuddin3442,2025-03-01T05:08:50Z,0,"Sudah pasti gagal, 

Selama komposisi nya orang jokowi dan erick tohir.. 

Orang pertamina aja korupsi ber triliunan, 
Menterinya erick tohir",True
@sumiadisumiadi4756,2025-03-01T05:07:12Z,0,Proyek pertaruhan keuangan negara NKRI,True
@MuhammadAmin-n9j,2025-03-01T05:06:17Z,0,"When we see the all fault from our nation, all finger points to mr. Jokowi that's true, really really true. But don't forget that's source of the source that problem is come from Bull 🐂. 
Do not forget this is the real plonga-plongo creator. 
Say no to 🐂
Say yes to   🌙",True
@dnamangkasara6884,2025-03-01T05:05:48Z,0,"Politisasi menurutku pasti akan ada. Apalagi kita liat siapa penasehat yang dipilih, pengawasnya siapa? 😅
Semoga hal hal buruk ada di fikiran saya tidak terbukti di masa mendatang.",True
@herlybarittoherly9680,2025-03-01T05:05:28Z,0,"Manusia hanya berencana, tapi takdir tuhan menentukan. 
Danantara adalah hayalan tk tinggi opa wowo yg membuat mayoritas rakyat skeptis, Dana besar tapi dikelola org2 bermasalah dgn hukum dan moral.. hasilnya 50 % pasti gagal, 25 % dipertaruhkan, 24 % dikorupsi, 0,5 % biaya admin, 0,5 barar Wife buat bikin konten",True
@PanjiTengkorak-vw7px,2025-03-01T05:04:38Z,0,"Dulu SBY halu dg Hambalang, jokowi halu dg IKN maka sekarang prabowo halu dg DANANTARA...menghadapi mental pejabat korup cukup tarik dana minimal sebagian untuk meminimalisir resiko",True
@majormarket3201,2025-03-01T05:04:30Z,0,"I don’t trust them, until now no proof they can be trusted.",True
@marsianussitanggang664,2025-03-01T05:04:08Z,0,Korupsi lawan terberat NKRI.,True
@ervanm91,2025-03-01T05:03:33Z,0,"yg aneh pas peresmian kedua mantan presiden ikut""an mencet tombol pembukaan yg mana keduanya (sby,jkw)sdh tdk ada lagi jabatan, aneh aja spertinya",True
@CallmeAdd-r1t,2025-03-01T05:02:39Z,0,YA ALLAH KENAPA AKU WNIIIIIIIIIIIIIIIIIIII AARRRRRGGGHHHHHHHHHHHH,True
@bagusirawan6829,2025-03-01T05:02:26Z,0,"Danantara isinya orang orang serakah...
Muak dengan mereka semua",True
@esthermugiana7499,2025-03-01T05:02:22Z,0,Please Kawal DANANTARA ... Kami masih percaya dan mendoakan Presiden RI ... Tolong Rakyat Indonesia 🙏,True
@SmukriMukri-ry7ch,2025-03-01T05:02:16Z,0,Danantara bisa jadi perangkap buat koruptor.. tapi  bisa juga jadi ladang korupsi yg sangat  fantastis.  Jika sistemnya lemah,True
@kokisengsih5972,2025-03-01T05:02:09Z,0,Mau indonesia maju 2045??? Ahok lah kunci nya,True
@mochamadsarip2798,2025-03-01T05:02:03Z,0,Kena jebakan Batman Mulyono takutnya,True
@clar9969,2025-03-01T05:01:56Z,0,"Usul cuman 1 : semua perusahaan di bawah Danantara adalah TBK supaya publik tahu perusahaan yg Gcg nya bobrok.
Semisal : PLN?
Bila belum tbk... Buang aja diluar danantara biar tidak jadi beban gendongan",True
@notYisan,2025-03-01T05:01:55Z,0,1MDB versi indonesia......... siapa Jho Low nanti yaaa?,True
@kokisengsih5972,2025-03-01T05:01:40Z,0,"Semua yang berhubungan dengan Sri Mulyani, pasti berujung masuk ke kantong petinggi2. Dia yang mengeluarkan uang, dia yang approve, dia yang lepas tangan",True
@amoswang1473,2025-03-01T05:01:34Z,0,"Lagi coba ingat2...project pemerintah, mana yg berhasil ya.....",True
@Maskim-q7m,2025-03-01T05:00:57Z,0,Pasti gagal hahahahhahaaaaa,True
@subagja5713,2025-03-01T05:00:54Z,0,"Menurut gw pribadi proyek ini nanti gagal dan di korup. 
Kaya proyek pemerintah yg sudah sudah, seperti Asabri, jiwasraya, E-KTP, menara bts internet, bahkan sekarang pertamina aja di korup. 

Saran nya buat pemerintah, betulin dulu sistem hukum di negara ini misalnya hukuman mati bagi koruptor, karena tiap thn bosen liat pejabat korupsi mulu 😂😅",True
@MohdErfan_2025,2025-03-01T05:00:27Z,0,Apa jaminan kalau Givran menjadi Presiden dia dan kroni tidak akan menggunakan dana Danantara?,True
@杨采良,2025-03-01T05:00:26Z,0,"Pertamina aja jd ATM tak ber pin
Gw sgt sgt ga yakin dgn DANATARA",True
@nunungwidya87,2025-03-01T05:00:04Z,0,"Kali ini mau koreksi sedikit ko masalah stunting itu gak ada relate nya sama makan siang gratis, karena masalah stunting harus dicegah saat anak dalam kandungan sampai 1000 hari pertama anak tersebut, dengan memberikan makan siang tidak sama sekali menyelesaikan masalah stunting 🙏 jadi memberikan makan siang gratis sama sekali tidak menyentuh penyelesaian masalah stunting di Indonesia. Gpp kan kasih pandangan ala kadarnya dari ibu ibu kampung yang sudah 4 kali melahirkan ini🙏",True
@wwar01,2025-03-01T04:59:28Z,0,"Bagi saya sekarang, mereka yang hanya mengumpulkan duit rakyat lewat pajak, dimana rakyatnya masih pada kere...yaaa bulcrots saja...",True
@bayuarifin4693,2025-03-01T04:58:51Z,0,"Otak gua bingung mau concern danantara apa pertamax nih, yg masyarakat dampak langsung sih pertamax , apa jngn-jngn ..... Yak main bola",True
@erlanggadarmaputra6751,2025-03-01T04:58:50Z,0,Mantap om 👍,True
@anurafiffah806,2025-03-01T04:58:10Z,0,100% gagal. Petamina.bpjs.BLT .BTS tower.Asabri.jiwasraya.garuda.timah.BoS.pip. semua aja di korupsi foya2 dan sebagian korupsi di saat covid19 saat rakyat menderita tapi pejabatnya foya2 pesta pora korupsi bancak an korupsi,True
@MuhammadIhsan-i2i,2025-03-01T04:58:07Z,0,"Pesimis 100% selama BELUM ADA UU Rampasan Aset Koruptor!!!! MEREKA GAK JERA, GAK TAKUT PENJARA 
HUKUM MATI KORUPTOR!!!!",True
@fuatnurrohman4637,2025-03-01T04:58:00Z,0,"Maapken , masih sangat ragu.selama hukuman paraa koruptor tidak dimiskinkan dan hukum pidana minimal 50thn sesuai ucapan prabowo.",True
@teampixel5495,2025-03-01T04:57:58Z,0,"Selama koruptor belum dihukum mati, persetan dengan negara ini",True
@Calibri3,2025-03-01T04:57:19Z,0,bahas PT SRI REJEKI bang,True
@galerygelar,2025-03-01T04:57:05Z,0,SEMOGA AMANAH AAMIIIN,True
@Asalupload_,2025-03-01T04:56:50Z,0,Video 11 menit panjang dr mana 😂,True
@Shirokami_0202,2025-03-01T04:56:35Z,0,"yg kaya makin kaya , yg miskin makin miskin",True
