author,updated_at,like_count,text,public
@MeghannSamaniego,2025-03-01T12:20:52Z,0,"Kenapa banyak banget yang nyebut 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼ di sini, ada apa ya?",True
@NORBERTOSchubert,2025-03-01T12:20:50Z,0,"Segala urusan beres sama 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼, mantap sekali.",True
@HasibeUral-y9p,2025-03-01T12:20:47Z,0,"Sumpah penasaran, kok pada bahas 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼! di kolom komentar?",True
@LienMcintire,2025-03-01T12:20:45Z,0,Baru sadar 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼ tuh viral di mana-mana.,True
@JONATHONBurney,2025-03-01T12:20:41Z,0,"Beneran top, nggak nyesel coba 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼!.",True
@OzdenBasak-f1m,2025-03-01T12:20:39Z,0,"Wih, 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼! lagi booming ya, banyak yang bahas.",True
@GALENHaag,2025-03-01T12:20:37Z,0,"Coba deh, nggak nyangka 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼ sepraktis itu.",True
@BARRYIbarra-p9d,2025-03-01T12:20:36Z,0,"Astaga, ramai banget komentar soal 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼. Musti cek nih.",True
@MeltemErkan-v1k,2025-03-01T12:20:34Z,0,"Wih, kenapa bisa viral begitu nama 𝐉𝗣𝑻𝑶𝗚𝑬𝗟77?",True
@KURTISWay-c7f,2025-03-01T12:20:32Z,0,Nggak heran banyak yang rekomendasiin 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼!.,True
@HandeAhmet-c5g,2025-03-01T12:20:30Z,0,"Wah, di channel lain juga banyak yang sebut 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼.",True
@ZoraidaHulsey,2025-03-01T12:20:28Z,0,"Rupanya banyak yang terbantu sama 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼, keren!",True
@CaraGonsalves,2025-03-01T12:20:25Z,0,"Kudu kasih jempol buat 𝐉𝗣𝑻𝑶𝗚𝑬𝗟77, top markotop!",True
@NenitaCope,2025-03-01T12:20:23Z,0,"Terbantu banget sama 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼!, salut!",True
@PERCYFalcon-r2p,2025-03-01T12:20:21Z,0,"Sekali coba, langsung kelar urusan, thanks 𝐉𝗣𝑻𝑶𝗚𝑬𝗟77!",True
@VERNSiler,2025-03-01T12:20:18Z,0,"Terimakasih 𝐉𝐏𝑻𝑶𝑮𝑬𝑳❼❼, beneran nggak ribet sama sekali.",True
@Na_iheppy,2025-03-01T12:19:01Z,1,"Sampai kiamat Danantara gak bakal utung jika di kelola Mafia-Mafia seperti di Pertamina, direksinya Gajinya sudah Gede masih aja korupsi.",True
@TenisMejaArkiKerinci,2025-03-01T12:15:58Z,0,Bisa jadi danantara ini mirip kayak 1 MDB 😁😁😁😁🤣🤣🤣🤣,True
@mira_kurniawati5690,2025-03-01T12:15:54Z,1,Bahasa sederhana nya : Danantara gagal Indonesia yassalam,True
@lugamarjono3280,2025-03-01T12:15:37Z,0,Kasihan ama abang remon. Ngga kan didenger. Mereka punya agenda sendiri,True
@ipongbinsuyoto2559,2025-03-01T12:14:02Z,1,Dana persiapan kondisikan 2029,True
@hendrifachryan3693,2025-03-01T12:13:44Z,1,Tujuan dari DANANTARA sy sangat setuju agar nkri ini dapat membangun tanpa pinjaman dari luar.....namun sy masih meragukan SDM nya aparat atau apa namanya itu apakah mampu menahan diri dengan sehari harinya melihat rupiah segitu banyak....jujur saja lho kalau mental .....,True
@hjyustiana7843,2025-03-01T12:12:59Z,1,Nggak yakin pengelolaan danantara dg penuh integritas.... Negeri ini masih negeri OMON2 .... mungkin akan smakin gelap...hhhh .... NDASMU toh.,True
@itsme23101979,2025-03-01T12:12:27Z,2,mantap bro raymond,True
@golife7547,2025-03-01T12:11:49Z,1,"Selagi koruptor menguasai indonesia, percuma.. kalaupun gunung emas ditemukan di indonesia, keadaan rakyat dan negara tetap kekal sama.. hanya koruptor yg kaya raya.. 

Salam Pertamina Mendonia...😂😂",True
@pukubee683,2025-03-01T12:10:53Z,1,Ambil contoh dari singapore. Gimana temasek holding bisa berkembang singapore. Tapi maaf indonesia belum bersih. Jangan kaget lagi 5 10 tahun kedepan terdapat kasus korupsi terbesar indonesia iatu  danantara,True
@spellretri3643,2025-03-01T12:09:23Z,0,"Danantara korupsi?
Siap2 rakyat kehilangan kepercayaan terhadap pemerintah

Tp ttp aj, rakyat kehilangan kepercayaan, pemerintah yg dpt uang ny",True
@anindyaapa,2025-03-01T12:09:23Z,0,"Udah gabisa percaya lagi ama pemerentah. Liat aja, pasti bakalan bermasalah itu. Dahlah. Gabisa lagi aku berpositive thinking. Udah rusak. 😂",True
@MariaYPArdianingtyas,2025-03-01T12:07:54Z,0,"Saking hopeless dengan FDI, akhirnya rakyat Indonesia yang mesti patungan untuk menanamkan modal ke negaranya sendiri. Memangnya duit Danantara darimana selain deviden BUMN? Dari efisiensi anggaran & pajak rakyat juga kan",True
@CirebonService,2025-03-01T12:07:38Z,0,Klo liat dalemnya kok gw yakin 1 mdb bisa jadi 1Danantara 😂,True
@esteh711,2025-03-01T12:06:14Z,0,Sekali kali cb spek up wisata  di bali bang..berapa perhari  pemasukan dan bgaimana pembangunan diseluruh bali..,True
@kanghexkompi8469,2025-03-01T12:06:13Z,0,Projeknya okelah tapi gimana ya dgn  jajarannya,True
@kakangprabu6655,2025-03-01T12:05:33Z,0,Kenapa harus ada mulyononya,True
@hiburansehat2587,2025-03-01T12:05:05Z,0,Ujung-ujungnya korupsi😢😢,True
@AisahAisah-ql7qr,2025-03-01T12:04:43Z,3,Ya Allah mudah mudahan berjalan lancar dan gak ada korupsi.....🤲🤲🤲🤲,True
@takisrobot,2025-03-01T12:03:40Z,1,Tapi luar underestimate . Apalagi korupsi BUMN yang kebuka gila2an dari TIMAH PERTAMINA .IHSG makin down,True
@BdeoBadu,2025-03-01T12:03:31Z,30,"danantara adalah projek yang bagus secara teoritis, tapi prakteknya melihat tipikal pejabat kita bikin masyarakat banyak ragu",True
@sugirnosugirno2945,2025-03-01T12:03:08Z,0,gsrong2 sudah otw,True
@AbdulRohman-n2p,2025-03-01T12:02:59Z,1,Menurut saya kalau indonesia ingin maju yang para pejabatnya jangan pada korupsi atau para koruptor harus di hukum mati .baru indonesia bisa maju,True
@ricardositinjak19,2025-03-01T12:02:07Z,0,keren bang,True
@MinggirluMiskin-b1v,2025-03-01T12:02:06Z,0,"Mending bahas agama aja ray,lu bahas ginian mayoritas penonton lu gak paham..kalo bahas agama mereka bisa takbir2 lebih greget",True
@zhent91,2025-03-01T12:02:04Z,0,"Seperti biasa Awal selalu terlihat baik 
Tapi kita lihat saja nanti beberapa tahun kedepan 
Lebih baik ,sama saja atau lebih gelap
Jika kita melihat budaya Koruptor dinegara konoha saya sendiri kurang yakin.",True
@ozaa3128,2025-03-01T12:01:47Z,0,Menarik banget penyampaian dan yg disampaikan,True
@rubysafir6733,2025-03-01T12:01:32Z,0,Skeptis? Pesimis??? Harusnya begitu apa lagi namanya Nusantara..... istilah yg muncul jaman Singosari....  Kerajaan yg ga berumur panjang....dan kerajaan² selanjutnya pun juga penuh intrik dan bunuh2an.....itulah realita mental raja raja dulu hingga sekarang isinya rebutan kekuasaan yg mau dibikin turun temurun ...lihat aja fenomena mental dinastik para pengawasnya.....😊😊😊,True
@sopianhapid,2025-03-01T12:00:33Z,0,OMON OMON BELAKA😂😂,True
@edcozylink785,2025-03-01T11:59:46Z,0,"klo nurut sy dilihat dr pengelolany adalh mantan2 koruptor yg ska politisasi n 10thn trakhir dikelola presiden yg brutal pengelolaan Apbn, sy lbh cenderung sisi yg skeptis alias Danantara amat beresiko gagal. Usul sy bank2 negara spt Bni, Bri, mandiri jangan dimasukkan Danantara krn itu uang tabungan rakyat. klo dimasukkan bnyk org takut uang mreka dikorup prmerintah maka bnyk org yg akn menarik danany dr bank2 negara sbntar lg. bank2 negara bs collapse.",True
@rudypapanyaardi9357,2025-03-01T11:58:54Z,2,"10:05
Selamat menunaikan ibadah puasa bang...",True
@jadulkpalabatu5499,2025-03-01T11:57:42Z,0,Semoga Raymond chin jadi PRESIDEN atau WAKIL PRESIDEN INDONESIA.,True
@punkpunkjmz,2025-03-01T11:57:37Z,0,Jgn2 danantara buat modalin pinjol2.😂😂,True
@sigmaoyen,2025-03-01T11:57:00Z,0,saya pesimis,True
@21athlon,2025-03-01T11:56:10Z,0,"Saya yakin 100% Danantara akan gagal, krn pengurusnya diisi oleh org2 penuh drama, sinetron (banyak tangisan)..Apalagi jelang pemilu Pilpres bisa menjadi cadangan energi buat kampanye....",True
@AnggaSaputra-tk4zg,2025-03-01T11:55:59Z,0,"Anda salah satu pemuda terbaik Indonesia 2025, sangat mencerdaskan",True
@Adn_Omp,2025-03-01T11:54:35Z,0,Ada yang percaya bahwa ini gak akan ada yang korupsi ini Indonesia loh mana mungkin,True
@anangjudianto1311,2025-03-01T11:54:20Z,0,"Kami berharap besar.....cuma nama3 lama itu utk apa? Sri mulyani lagi. SBY & Jokowi, Burhanuddin Abdulah & Pandu...preet semua orang itu.",True
@yudha_saputra,2025-03-01T11:52:55Z,0,"KORUPTOR DIBIARKAN, MANA MAU INVESTOR ASING DATANG",True
@Awww12346,2025-03-01T11:52:11Z,0,"Akibat 10 thn kblakang konoha trtipu oleh Pemimpin yg otakknya Boddohh ,, Akhirnya konoha terjebak Hutang yg hnya menguntungkan Partay"" pndkung si Otakk Boddohh",True
@Ai_GaTaw,2025-03-01T11:51:40Z,0,"""Dan Antara""🎉",True
@Maveric955,2025-03-01T11:51:35Z,0,"Initinya cuman satu, yaitu anda dikasih jabatan maka anda cuman harus ""AMANAH""
Jangan udah kerja gak becus, kerjaan korup, gak amanah dengan jabatan, hadehhhh😢😂😂",True
@Faiq-Zero,2025-03-01T11:50:53Z,0,"gua juga awalnya mikir, indo nih keknya ga punya banyak duit, ternyata ada anjir",True
@kimmysfunvideos,2025-03-01T11:49:22Z,0,Jadikan pak ahok kepala nya.,True
@berliansafriprakoso3,2025-03-01T11:49:18Z,0,sayang bgt di YouTube gaada tombol repost,True
@Sweetunion001,2025-03-01T11:45:02Z,2,Indonesia menuju END GAME. Dimana pertaruhan terakhir dimulai.,True
@nofrienpratama8916,2025-03-01T11:44:43Z,1,"sorry Ray tapi klo pemerintah msh denial dgn keadaan yg mereka bikin sndri dan kritik dri rakyat msh dianggap kebencian dan diremehkan, this thing will burn all of us to the core.",True
@Dua_putrie,2025-03-01T11:44:22Z,0,Jenengeaerepublik lek penginbehasil yokudutransparansipilarnyo,True
@mnizar1724,2025-03-01T11:43:21Z,25,"Danantara 95% bakal gagal. Alasannya:
1. Penempatan pimpinan Danantara penuh nepotisme. Menantu luhut, timses Prabowo, ada Jokowi yg gagal bangun IKN, Esemka dll pdhal dia presiden saat itu.
2. Dana yg dikelola itu nampak besar karena dihitung semua asset baik benda atau ga. Ntar untuk cash nya tetap aja cari dari luar, cari pinjaman lagi.
3. Personal projek, urusan negara dibikin jadi sentimental keluarga. Ini Uda ketebak sih. Kayaknya Prabowo ingin mencuci nama baiknya bapak nya yg eks pemberontak.
4. Pejabat Indonesia miskin integritas, mau pinter gimanapun, kalau Uda main uang jadi lemah. Pertamina, Antam Jiwasraya, Asabri dll cukup jadi contoh.

Mudah2an Raymond ga masuk ke dalam Danantara.",True
@dadangdigombret1469,2025-03-01T11:40:04Z,2,mas raymond... tolong bahas danantara dengan .. ichsan noorsy.. atau ekonom netral lainnya.,True
@Pucuksenja,2025-03-01T11:38:35Z,1,Tolong jangan ikutkan Pak Jokowi,True
@sergio_jrneno6531,2025-03-01T11:36:44Z,0,nanti juga ujung2nya korupsi!!!,True
@Moris_54,2025-03-01T11:34:37Z,2,Yaa benar beri rakyat kepercayaan,True
@hobimasakofficial8127,2025-03-01T11:34:28Z,0,masalahnya orang yg mengelola sudah bner2 ahli dan amanah gak?,True
@journeystory2036,2025-03-01T11:32:37Z,0,Bayangkan semua anak muda yang produktif mempunyai pekerjaan dengan gaji yang layak mungkin indonesia bakal   jadi negara maju,True
@hadipurwanto7055,2025-03-01T11:30:30Z,0,"Kepercayaan? mana bisa kalau yang kelola orang-orang itu. Saya yakin kalau nggak ada perbaikan management, dengan adanya Danantara ini kehancurannya akan lebih cepat",True
@Hasni-m5h,2025-03-01T11:28:44Z,0,tar juga abis seperti  asabri danjiwa seraya,True
@mediaz8256,2025-03-01T11:28:12Z,2,"Pengelolaan model apapun jika tidak dilandasi dengan ""amanah"" pasti rusaknya....",True
@blieuroi3377,2025-03-01T11:27:25Z,0,"Dengan adanya Danantara, lalu bagaimana nasib dari emiten yg sdh go publik dan jadi emiten tersendiri.... apakah nantinya akan di akomodir jadi satu emiten ?",True
@KoeMu,2025-03-01T11:27:02Z,0,"jokowi  ayo jujur
uang rakyat di rampok
uang rakyat di tipu
uang rakyat di maling",True
@ifnalmuaz1806,2025-03-01T11:26:42Z,0,"diwaspadai isu rencana Danantara hutang ke China dikemas investasi di proyek ugal²an dan akhirnya mangkrak rugi selanjutnya China ambil alih BUMN dan negeri ini tergadai,,",True
@leondajjal1773,2025-03-01T11:19:37Z,0,Pret,True
@YtAad.senpai,2025-03-01T11:17:28Z,2,Trendingkan gaes,True
@aprilyanto2109,2025-03-01T11:16:26Z,1,ayo para tikus kumpul ada makan besar ayo ayo tikus tikus,True
@diskaputriapril,2025-03-01T11:13:44Z,0,"akuu jugaa sebagai warga ijin berpendapat semoga danantara harapan bangsa, transparansi akuntabilitas representasi tata kelola yg baik tolong kembalikan kepercayaan masyarakat. ada jaminanya kah kalo program itu gagal malah jadi ladang korupsi gmna?sapa yg mau bertanggung jawab?",True
@brehkeumala6778,2025-03-01T11:13:02Z,1,"Sebagus apapun Kapal Pesiar yg dibentuk, jika pengemudinya memiliki trade record kegagalan, percuma.. Tetap aja bocor dan boros",True
@DaffyannazamchickoDaffychicko,2025-03-01T11:10:35Z,0,"JANGAN MEMUJI PEMBAWA ACARANYA,PUJI ATAU KRITIK KEBIJAKAN PEMERTINTAH ..
SOALNYA NEGARA BERKEMBANG SELALU MEMUJI PEMBAWA ACARANYA,KAYA INDIA,BANGLADES,ORG ORG NYA SELALU MEMUJI CANTIK DAN GANTENG,,UDIK BGT .DASAR KONOHA .,",True
@putraarman3338,2025-03-01T11:05:02Z,1,"Bagus sih analisamu,tp KL lihat pengurus"" orang"" ny tu"" za y gedrop LG n pesimis say",True
@Nowhereman311,2025-03-01T11:03:58Z,0,"Sorry Ray, gue yakin 100% danantara bakal dikorupsi. Liat siapa yg kelola? And they want us to be optimistic.",True
@freddyherdianto9644,2025-03-01T11:03:35Z,0,Danantqra harus bisa diaudit sekelas big 4 auditor,True
@ivanavetdoank7497,2025-03-01T11:03:09Z,0,Rawan di colong gak ya,True
@arsindobangunperkasa8442,2025-03-01T10:58:11Z,0,"Kenapa minta transparan?
Karena ada keraguan.
Dari semua track record dan jajarannya ini wajar.
Masalah negeri ini cuma satu, korupsi.
Sementara praktek korupsi di pemerintahan kita sudah tidak terhitung banyaknya tentu termasuk Pertamina yang masih hangat dan BUMN lainnya.
Akan lebih aman jika diberlakukan hukuman berat seperti China tapi kenyataannya tidak.
Danantara ini tidak main2 bisa menuju Indonesia emas atau sebaliknya jadi cemas.
Sebenarnya gampang saja coba lihat sebelum Danantara ini diluncurkan dana asing sudah banyak yang kabur hingga saat ini masih berlangsung.
Investor lokal juga ikut panik IHSG koreksi dalam berlapis2.
Sebagai warga negara saya berharap optimis tapi rasanya berat.
Kita lihat saja nanti 🤔",True
@azizhusseinz2083,2025-03-01T10:57:25Z,0,bener-bener make it or break it,True
@alharis6382,2025-03-01T10:56:58Z,0,"Bagus klo jadi Tamasek
Hancur klo jadi 1mdb",True
@sisilain7676,2025-03-01T10:56:37Z,0,Orang nya y itu2 aja selalu mewariskan koruptor..yakin bersih dari korupsi kalau urusan duit???,True
@swp_512,2025-03-01T10:56:25Z,0,Good,True
@ghin-san2006,2025-03-01T10:53:44Z,0,"Yang paling bahaya dalam kemajuan masa depan dalam ekonomi :
01. Oknum
02. Pungli
03. Ormas
04. Preman
05. Penipu",True
@yadiriyadi5769,2025-03-01T10:53:35Z,0,Masa depan terus sekarang gimana guru aja pppk kelihatan nya semefawutbtuh,True
@MuhammadRusmadi-o7k,2025-03-01T10:52:44Z,0,"Selagi sistem pengawasan  pengelolaan dan sistem hukum di negeri ini belum dirubah dan diisi oleh org itu itu saja dalam pengelolaannya,, percaya omongan gue DANANTARA PASTI DI KORUPSI, terjebak dengan sistem lingkaran setan",True
@andragamingz5623,2025-03-01T10:52:30Z,0,EMASS JEMBOOOOOT,True
@iwanputra7807,2025-03-01T10:52:25Z,0,"Best ..awasi secara publik jgn sampai dikorupsi triliunan ...sepertinya tdk ada lembaga negara yg tdk korup di negeri ini ,klw tdk hukum mati korupsi, sedangkan Mulyono cs yang terlibat korupsi saja dikokop sama pak Bowo ,bak sejoli 😂😂😂",True
@iman64man27,2025-03-01T10:49:29Z,0,"Indonesia hancur,tp anak2 konoha dah makmur bisa hidup dengan mata sipit, klu bisa",True
@hakhastudio7575,2025-03-01T10:49:09Z,0,"""mengawal dan mengawasi"" rakyat cuma bisa itu, terus direspon ""NDASMU""",True
@richardadityaRCD,2025-03-01T10:45:10Z,1,"Tp gw pesimis bang,, liat pertamina akhir2 ini",True
@agungnugroho5591,2025-03-01T10:44:33Z,0,"Baru kali ini aku merasa seperti gak punya presiden, padahal aku pilih prabowo di pilpres kemarin",True
@userns78,2025-03-01T10:41:27Z,0,Tak percaya dgn Danantara,True
@asepkustiana2019,2025-03-01T10:40:02Z,1,Pak erick lebih baik fokus di 1 bidang saja. Karena di BUMN masih banyak 🐀 dan di PSSI masih banyak  🤡. Ingat kata investors legendaris Buffett FOKUS,True
@bona226,2025-03-01T10:37:07Z,1,Penganguran aja byk. Gmna mau bgkit ekonomi! Bacot dan omon2! Haja😅,True
@sahabatsantuy464,2025-03-01T10:35:52Z,43,"Yang perlu indonesia maju peraturan hukuman mati bagi para koruptor.
Baru maju semua danatara.
Kaya negara china,korea utara pejabatnya gagal dan salah.
Sedih capek setiap hari negara begini melulu",True
@smarttvmuslim,2025-03-01T10:35:25Z,2,"Keren covernya chin, ditengah2 biasanya bosnya 😊",True
@bambangsugiarto4738,2025-03-01T10:33:02Z,0,11 ribu T yg diincar mukidi 😂,True
@weezerjspn2101,2025-03-01T10:32:27Z,0,Ade manisssss....lu tau semikonduktor? Teknologi itu yg mau dikembangkan melalui bayangan teknologi pertanian jaman soeharto...karena cia ataw mamarika tau disikatlah itu....takutlah mamarika kalo indonesia maju sebagai negara tech..........itu yg lu baru tau sekarang!!!,True
@tobiastobias6849,2025-03-01T10:30:22Z,0,"Keraguan akan hancur uang danantara itu hanya tujuannya
politikus jika prabowo satu priode atau dua priode akhir priode itulah korupsi bejemaat",True
@yulipurwanto9960,2025-03-01T10:30:21Z,0,Emang ada yg sukses program pemerintahanan dri dulu🤣🤔🤔🤣yg ada 5thun sekli gnti2 truss hbiss uangnya di maling🤣🤣🤣,True
@ziloong666,2025-03-01T10:29:10Z,0,"Simpel aja, itu semua dana, yg dimasukin ke danantara langsung aja beliin bitcoin sama kayak yg di lakukan presiden argentina, gua yakin ekonomi indonesia bakal grow lebih dari 8%, tpi dengan catatan tidak di korup!",True
@adrihastanto1037,2025-03-01T10:24:52Z,0,"Danantara Taruhanya jabatan Prabowo sebagai RI 1, kalau sukses lanjut 2x periode
Kalau gatot gagal total sory cukup 1 periode saja😢😢😢",True
@wtfgadget,2025-03-01T10:23:21Z,2,"Kalau Malaysia saja gagal mengelola 1MBD, gw sangat. Sangat ragu Indonesia akan bisa. Dan gw berharap gw salah",True
@LukmanSantoso13,2025-03-01T10:22:58Z,0,"Ditengah kasus2 korupsi yg banyak terjadi, saya kira wajar banyak yg khawatir dengan Danantara,",True
@ainulyaqin5705,2025-03-01T10:19:26Z,1,"Mohon ma'af., track record orang-orang yang ada di dalamnya, khususnya beberapa orang yang direkrut karena kekerabatan dan politis, membuat saya sebagai rakyat pesimis dengan Danantara.",True
@MODESTOMansfield,2025-03-01T10:17:54Z,59,"Sudah banyak yang membuktikan, 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! memang berkelas.",True
@ShanelleCarvalho,2025-03-01T10:17:53Z,51,"Saya suka, 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼ tuh benar-benar ramah pengguna.",True
@SalleyKovacs,2025-03-01T10:17:51Z,62,"Nggak salah langkah, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ sukses bantu banyak orang.",True
@WindyPriest,2025-03-01T10:17:49Z,58,"Bahkan temen di kantor juga pake 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼!, katanya keren!",True
@DENISReinhardt-e3u,2025-03-01T10:17:48Z,58,"Ngelihat review positif ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌, tambah yakin deh.",True
@DARRELLWorthy,2025-03-01T10:17:41Z,55,"Panduan 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! lengkap, jadi makin yakin!",True
@MAXBach-g6s,2025-03-01T10:17:40Z,55,"Rekomendasi teman ternyata terbukti, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ memang top!",True
@GRANVILLERedmon,2025-03-01T10:17:34Z,53,"Wajar aja jadi trending, 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼ nggak mengecewakan.",True
@umarrusli4946,2025-03-01T10:17:34Z,0,"Omon² boleh manis, bisa diaudit kapan dan oleh siapa saja, tapi aturannya berkata lain. 

UU BUMN menyatakan bhw BPK dan KPK boleh masuk asal ada permintaan dari DPR. DPR adalah kumpulan parpol. Ketum parpol adalah ternaknya oligarki. 

Oligarki Konoha adalah penjajah dan perampas tanah dan SDA berdasarkan KKN. Klo dia ngerampok silakan tanya dulu DPR, boleh diperiksa gak ❓😀

Lalu apa yg bisa diharapkan dg track record dan akal bulus seperti itu ❓🙏",True
@MerveMehmet-e8n,2025-03-01T10:17:33Z,59,Berasa punya asisten pribadi kalau pakai 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼.,True
@EloisSpring,2025-03-01T10:17:31Z,55,Bakal sering nongkrong di channel ini kalo terus bahas 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼!.,True
@RANDELLBurden,2025-03-01T10:17:29Z,56,"Patut dicoba, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ bikin semuanya jadi lancar jaya.",True
@DaisyBartley,2025-03-01T10:17:28Z,0,"Simple banget, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ bikin hidup lebih praktis.",True
@LasandraWellman,2025-03-01T10:17:25Z,0,"Sudah cobain, emang nyata hasilnya, makasih 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼!",True
@VINCEVillagomez,2025-03-01T10:17:19Z,0,"Tanpa ragu, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ emang favorit semua orang.",True
@MillicentMcinnis,2025-03-01T10:17:17Z,0,"Wah, makasih infonya, langsung coba ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌!",True
@RaeleneMorton,2025-03-01T10:17:16Z,0,"Cocok banget buat yang butuh cepat, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ andalan!",True
@MitzieHutson,2025-03-01T10:17:14Z,0,"Tanpa mikir dua kali, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ selalu jadi pilihan.",True
@LYLEAshton,2025-03-01T10:17:12Z,0,"Mantap, 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! emang layak dapat bintang lima!",True
@ALECSoutherland,2025-03-01T10:17:10Z,0,Nggak heran deh kalo kolom komentar penuh sama ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌.,True
@TubaAbdullah-bi6iy,2025-03-01T10:17:05Z,0,"Tos dulu buat yang kenal 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼, joss gandoss!",True
@JihanShah-v2u,2025-03-01T10:17:03Z,0,"bukan salah danantara tapi para pengawasna itu lho,,,",True
@BethannFortin,2025-03-01T10:17:01Z,0,"Testimoni positif di mana-mana, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ emang the best!",True
@CHAUNCEYFries,2025-03-01T10:17:00Z,0,"Kagum sama efektivitas 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼!, beneran nggak ngecewain.",True
@DonnaDiamond-q5j,2025-03-01T10:16:51Z,0,Satu kata buat ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌: Terbaik!,True
@BRUCEPhung-h7e,2025-03-01T10:16:49Z,0,"Salut, 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! kasih kemudahan tanpa ribet.",True
@GUSSpalding,2025-03-01T10:16:48Z,0,"Kali pertama coba 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! langsung kagum, recommended!",True
@ErinRenfro-x3c,2025-03-01T10:16:46Z,0,"Mantap, user interface 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼ juga friendly banget.",True
@LaurynKey-d7k,2025-03-01T10:16:44Z,0,"Sering denger 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼!, akhirnya tau kenapa populer.",True
@WILLARDIves,2025-03-01T10:16:42Z,0,"Kalian pada ngerasain nggak sih, 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! emang beda!",True
@LESLIETuttle-y6m,2025-03-01T10:16:41Z,0,Pingin tau rahasianya 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! kok bisa se-efektif itu.,True
@JohanaDaily,2025-03-01T10:16:39Z,0,"Tuh kan, 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼ muncul lagi di kolom komentar.",True
@LONDinh-h7g,2025-03-01T10:16:38Z,0,"Seru liat kolom komentar, semuanya pada dukung 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼!!",True
@ARCHIEBattaglia,2025-03-01T10:16:36Z,0,"Hebat, 𝑴𝑨𝑵𝑫𝑨𝙇𝙄𝙆𝘼❼❼! bisa diandalkan kapan aja.",True
@NickieSanborn-j2n,2025-03-01T10:16:34Z,0,"Baru nyimak pembahasan ＭΛΝDALИКΛ𝟟𝟟, jadi pengen coba.",True
@finsyabela,2025-03-01T10:16:28Z,0,Kalau ndak serius dengan komitmen untuk memberantas korupsi susah bagi saya percaya deh slogan2 dan statement mereka. Perhatikan ucapan Pak Ahok terkait masalah dan situasi di Pertamina. Kalau saya sedih dan kuatir dengan Danantara. Saya tidak yakin orang-orang ini adalah pantas karena komitmen mereka memberantas korupsi tidak nyata.,True
@Dongeng3D4444,2025-03-01T10:14:09Z,0,Intinya jangan korupsi,True
